pasaj_id,span_no,banka,etiket,yakalanan,normal_deger,guven,baglam,ONAY_E_H,DUZELTILMIS_ETIKET,NOT
dunya_katilim-6c4583c0d749-p002,0,dunya_katilim,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,Kampanya kapsamında kazanılabilecek maximum iade ⟪1.000 TL⟫’ dir.,,,
dunya_katilim-4046b59632bf-p005,0,dunya_katilim,KAMPANYA_SURESI,29.01.2026,"{""tarih"": ""2026-01-29""}",0.82,Kampanyadan ⟪29.01.2026⟫ tarihinden önce Dünya Katılım Paraf kredi kartına sahip anc,,,
dunya_katilim-4046b59632bf-p009,0,dunya_katilim,KAMPANYA_SURESI,31.01.2026,"{""tarih"": ""2026-01-31""}",0.82,adet kod ile sınırlıdır. Kodların son aktifleştirme tarihi ⟪31.01.2026⟫ olup bu tarih sonrasında kodlar kullanılamayacaktır.,,,
dunya_katilim-87caa295b399-p006,0,dunya_katilim,KAMPANYA_SURESI,30.04.2026,"{""tarih"": ""2026-04-30""}",0.82,Kampanya ⟪30.04.2026⟫ tarihine kadar geçerli olacaktır.,,,
dunya_katilim-c29ccc21e919-p017,0,dunya_katilim,HARCAMA_ESIGI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.8,Valörlü fonlarda ⟪100 TL⟫ asgari alım limiti bulunmaktadır. Bununla birlikte alım yap,,,
dunya_katilim-24a2f0088c5a-p005,0,dunya_katilim,ODUL_MIKTARI,300 TL,"{""deger"": 300.0, ""birim"": ""TRY""}",0.83,W mobil uygulaması ve lcw.com ‘dan yapılacak alışverişlerde ⟪300 TL⟫ indirime hak kazanmak için; kargo bedeli hariç sepet tutarı,,,
dunya_katilim-4a42ced8985c-p042,0,dunya_katilim,FINANSMAN_TUTARI,125.000 TL,"{""deger"": 125000.0, ""birim"": ""TRY""}",0.8,0 – ⟪125.000 TL⟫ arası finansman 0 – 36 ay,,,
dunya_katilim-4a42ced8985c-p042,1,dunya_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,0 – 125.000 TL arası finansman 0 – ⟪36 ay⟫,,,
dunya_katilim-4a42ced8985c-p044,0,dunya_katilim,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,125.001 – ⟪250.000 TL⟫ arası finansman 0 – 24 ay,,,
dunya_katilim-4a42ced8985c-p044,1,dunya_katilim,VADE_SURESI,24 ay,"{""deger"": 24, ""birim"": ""ay""}",0.85,125.001 – 250.000 TL arası finansman 0 – ⟪24 ay⟫,,,
dunya_katilim-4a42ced8985c-p045,0,dunya_katilim,FINANSMAN_TUTARI,500.000 TL,"{""deger"": 500000.0, ""birim"": ""TRY""}",0.8,geri ödeme süresi uygulanabilir. 250.001 – ⟪500.000 TL⟫ arası finansman,,,
dunya_katilim-4a42ced8985c-p046,0,dunya_katilim,VADE_SURESI,12 ay,"{""deger"": 12, ""birim"": ""ay""}",0.85,0 – ⟪12 ay⟫ geri ödeme süresine izin verilir,,,
dunya_katilim-42dbfbebfcb5-p038,0,dunya_katilim,FINANSMAN_TUTARI,400.000 TL,"{""deger"": 400000.0, ""birim"": ""TRY""}",0.8,⟪400.000 TL⟫ ve altında olan taşıt finansmanlarında,,,
dunya_katilim-42dbfbebfcb5-p040,0,dunya_katilim,FINANSMAN_TUTARI,400.001 TL,"{""deger"": 400001.0, ""birim"": ""TRY""}",0.8,⟪400.001 TL⟫ – 800.000 TL aralığında olan taşıt finansmanlarında,,,
dunya_katilim-42dbfbebfcb5-p040,1,dunya_katilim,FINANSMAN_TUTARI,800.000 TL,"{""deger"": 800000.0, ""birim"": ""TRY""}",0.8,400.001 TL – ⟪800.000 TL⟫ aralığında olan taşıt finansmanlarında,,,
dunya_katilim-42dbfbebfcb5-p044,0,dunya_katilim,FINANSMAN_TUTARI,1.200.001 TL,"{""deger"": 1200001.0, ""birim"": ""TRY""}",0.8,⟪1.200.001 TL⟫ – 2.000.000 TL aralığında olan taşıt finansmanlarında ise,,,
dunya_katilim-42dbfbebfcb5-p044,1,dunya_katilim,FINANSMAN_TUTARI,2.000.000 TL,"{""deger"": 2000000.0, ""birim"": ""TRY""}",0.8,1.200.001 TL – ⟪2.000.000 TL⟫ aralığında olan taşıt finansmanlarında ise,,,
dunya_katilim-42dbfbebfcb5-p045,0,dunya_katilim,VADE_SURESI,12 ay,"{""deger"": 12, ""birim"": ""ay""}",0.85,en fazla ⟪12 ay⟫ vade uygulanır. Belirtilen tutarlar yalnızca vade süresinin,,,
dunya_katilim-59bfd0676814-p007,0,dunya_katilim,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,"Enerya İhtiyaç Finansmanı, maksimum ⟪250.000 TL⟫ ve 36 ay vade",,,
dunya_katilim-59bfd0676814-p007,1,dunya_katilim,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"Enerya İhtiyaç Finansmanı, maksimum 250.000 TL ve ⟪36 ay⟫ vade",,,
dunya_katilim-2ebc740e3e1d-p009,0,dunya_katilim,HARCAMA_ESIGI,5.000 TL,"{""deger"": 5000.0, ""birim"": ""TRY""}",0.8,abı açmak için hesabınızda bulunması gereken minimum bakiye ⟪5.000 TL⟫ ‘dir.,,,
hayat_finans-74d4dc7ed45e-p002,0,hayat_finans,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Güncellenme Tarihi Havale TL ⟪Ücretsiz⟫dir.,,,
hayat_finans-74d4dc7ed45e-p003,0,hayat_finans,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,EFT TL ⟪Ücretsiz⟫dir. FAST TL Ücretsizdir.,,,
hayat_finans-74d4dc7ed45e-p003,1,hayat_finans,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,EFT TL Ücretsizdir. FAST TL ⟪Ücretsiz⟫dir.,,,
hayat_finans-74d4dc7ed45e-p031,0,hayat_finans,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,TL ⟪Ücretsiz⟫dir. Yatırım - Hesap Açılış TL,,,
hayat_finans-74d4dc7ed45e-p097,0,hayat_finans,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Güncellenme Tarihi EFT TL ⟪Ücretsiz⟫dir. Havale,,,
hayat_finans-f99e5ff0e127-p007,0,hayat_finans,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,için davet eden müşteri ⟪500 TL⟫ nakit ödül kazanır. Kazanılan nakit ödül bir gün sonra dave,,,
hayat_finans-f99e5ff0e127-p009,0,hayat_finans,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"n kampanya koşullarını sağlaması halinde kişi başı maksimum ⟪500 TL⟫, toplamda 50 kişi için maksimum 25.000 TL nakit ödül kazana",,,
hayat_finans-f99e5ff0e127-p009,1,hayat_finans,ODUL_MIKTARI,25.000 TL,"{""deger"": 25000.0, ""birim"": ""TRY""}",0.83,"e kişi başı maksimum 500 TL, toplamda 50 kişi için maksimum ⟪25.000 TL⟫ nakit ödül kazanabilir.",,,
hayat_finans-f99e5ff0e127-p012,0,hayat_finans,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"it ödül kazanır. Kampanya koşulları sağlandığında kazanılan ⟪500 TL⟫ tutarındaki nakit ödül,",,,
hayat_finans-f99e5ff0e127-p016,0,hayat_finans,ODUL_MIKTARI,25.000 TL,"{""deger"": 25000.0, ""birim"": ""TRY""}",0.83,Davet kodu ile arkadaşını getiren kişiler toplamda maksimum ⟪25.000 TL⟫ kazanım sağlayabilir.,,,
hayat_finans-f99e5ff0e127-p018,0,hayat_finans,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"ddede belirtilen şekilde sağlandığında, her Biz Kart başına ⟪500 TL⟫ nakit ödül Biz Kart'ın bağlı olduğu hesaplara yatırılır.",,,
hayat_finans-a62cb4567cd4-p019,0,hayat_finans,ODUL_MIKTARI,300 TL,"{""deger"": 300.0, ""birim"": ""TRY""}",0.83,samınca kazanılabilecek maksimum nakit ödül tutarı toplamda ⟪300 TL⟫’dir.,,,
hayat_finans-8b671a148aff-p000,0,hayat_finans,ODUL_MIKTARI,1.000 TL’ye Varan,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,Biz Kart ile Yemek Harcamalarına ⟪1.000 TL’ye Varan⟫ Nakit İade!,,,
hayat_finans-8b671a148aff-p001,0,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,"dar nakit iade kazanın. Kampanya kapsamında günlük en fazla ⟪100 TL⟫,",,,
hayat_finans-8b671a148aff-p002,0,hayat_finans,ODUL_MIKTARI,1.000 TL’ye kadar,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,aylık toplamda ise ⟪1.000 TL’ye kadar⟫ nakit iade,,,
hayat_finans-8b671a148aff-p008,0,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,"emek sektöründe yapılan harcamaların %10’u, günlük en fazla ⟪100 TL⟫, aylık en fazla 1.000 TL’ye kadar nakit iade hakkı kazanıla",,,
hayat_finans-8b671a148aff-p008,1,hayat_finans,ODUL_MIKTARI,1.000 TL’ye kadar,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,"harcamaların %10’u, günlük en fazla 100 TL, aylık en fazla ⟪1.000 TL’ye kadar⟫ nakit iade hakkı kazanılabilir.",,,
hayat_finans-689d52235da1-p012,0,hayat_finans,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,⟪2.000 TL⟫ nakit ödül yatırılır ve SMS ile bilgi verilir.,,,
hayat_finans-689d52235da1-p015,0,hayat_finans,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,"kampanya koşullarını sağlaması halinde, kişi başı maksimum ⟪2.000 TL⟫, toplamda 5 kişi için maksimum 10.000 TL nakit ödül kazanab",,,
hayat_finans-689d52235da1-p015,1,hayat_finans,ODUL_MIKTARI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.83,"kişi başı maksimum 2.000 TL, toplamda 5 kişi için maksimum ⟪10.000 TL⟫ nakit ödül kazanabilir.",,,
hayat_finans-689d52235da1-p016,0,hayat_finans,ODUL_MIKTARI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.83,"Kampanya dönemi içerisinde, davet eden kişinin maksimum ⟪10.000 TL⟫ nakit ödül kazanabilmesi için Hayat Finans müşterisi olmuş",,,
hayat_finans-689d52235da1-p020,0,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,"ılacak nakit ödül harcama tutarının %20’si, günlük maksimum ⟪100 TL⟫ olup toplam 500 TL ile sınırlıdır.",,,
hayat_finans-689d52235da1-p020,1,hayat_finans,ODUL_MIKTARI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.83,"arcama tutarının %20’si, günlük maksimum 100 TL olup toplam ⟪500 TL⟫ ile sınırlıdır.",,,
hayat_finans-7f49b22fb7b2-p019,0,hayat_finans,ODUL_MIKTARI,300 TL,"{""deger"": 300.0, ""birim"": ""TRY""}",0.83,samınca kazanılabilecek maksimum nakit ödül tutarı toplamda ⟪300 TL⟫’dir.,,,
hayat_finans-819f56b9d0d4-p006,0,hayat_finans,ODUL_MIKTARI,1.000 TL’ye Varan,"{""deger"": 1000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,mleri Hayat FX'te Biz Kart Biz Kart ile Yemek Harcamalarına ⟪1.000 TL’ye Varan⟫ Nakit İade!,,,
hayat_finans-9b3ac05674c6-p009,0,hayat_finans,HARCAMA_ESIGI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,veya para kuruluşundan Hayat Finans hesabınıza gelen en az ⟪1.000 TL⟫ tutarlı EFT veya FAST transferlerinde nakit ödül kazanırsın,,,
hayat_finans-9b3ac05674c6-p010,0,hayat_finans,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,em tutarının 0.1%’i kadar nakit ödül kazanılır. Örneğin her ⟪1.000 TL⟫’lik işlemde 1 TL kazanırsınız.,,,
hayat_finans-9b3ac05674c6-p010,1,hayat_finans,ODUL_MIKTARI,1 TL,"{""deger"": 1.0, ""birim"": ""TRY""}",0.83,adar nakit ödül kazanılır. Örneğin her 1.000 TL’lik işlemde ⟪1 TL⟫ kazanırsınız.,,,
hayat_finans-9b3ac05674c6-p014,0,hayat_finans,ODUL_MIKTARI,10 TL,"{""deger"": 10.0, ""birim"": ""TRY""}",0.83,"en fazla ⟪10 TL⟫ ’dir. Koşulların sağlanması halinde ödül,",,,
hayat_finans-9b3ac05674c6-p023,0,hayat_finans,ODUL_MIKTARI,20 TL,"{""deger"": 20.0, ""birim"": ""TRY""}",0.83,Ödül Talimatsız ödenen faturalarda fatura başına en fazla ⟪20 TL⟫ ödül kazanılır. Fatura tutarı 20 TL’den küçükse fatura tuta,,,
hayat_finans-9b3ac05674c6-p023,1,hayat_finans,ODUL_MIKTARI,20 TL,"{""deger"": 20.0, ""birim"": ""TRY""}",0.83,fatura başına en fazla 20 TL ödül kazanılır. Fatura tutarı ⟪20 TL⟫’den küçükse fatura tutarı kadar nakit ödül kazanılır.,,,
hayat_finans-9b3ac05674c6-p024,0,hayat_finans,ODUL_MIKTARI,30 TL,"{""deger"": 30.0, ""birim"": ""TRY""}",0.83,Talimatlı ödenen faturalarda fatura başına en fazla ⟪30 TL⟫ nakit ödül kazanılır. Fatura tutarı 30 TL’den küçükse fatur,,,
hayat_finans-9b3ac05674c6-p024,1,hayat_finans,ODUL_MIKTARI,30 TL,"{""deger"": 30.0, ""birim"": ""TRY""}",0.83,a başına en fazla 30 TL nakit ödül kazanılır. Fatura tutarı ⟪30 TL⟫’den küçükse fatura tutarı kadar nakit ödül kazanılır.,,,
hayat_finans-9b3ac05674c6-p025,0,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,ilk kez otomatik olarak ödenmesi durumunda ilk ödemeye özel ⟪100 TL⟫ nakit ödül kazanılır. Fatura tutarının 100 TL’den düşük olm,,,
hayat_finans-9b3ac05674c6-p025,1,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,"ödemeye özel 100 TL nakit ödül kazanılır. Fatura tutarının ⟪100 TL⟫’den düşük olması halinde, fatura tutarı kadar nakit ödül ka",,,
hayat_finans-9b3ac05674c6-p031,0,hayat_finans,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,kazanılır. Örneğin her ⟪1.000 TL⟫’lik işlemde 1 TL kazanırsınız.,,,
hayat_finans-9b3ac05674c6-p031,1,hayat_finans,ODUL_MIKTARI,1 TL,"{""deger"": 1.0, ""birim"": ""TRY""}",0.83,kazanılır. Örneğin her 1.000 TL’lik işlemde ⟪1 TL⟫ kazanırsınız.,,,
hayat_finans-9b3ac05674c6-p032,0,hayat_finans,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,Aylık kazanılabilecek maksimum nakit ödül ⟪200 TL⟫’dir.,,,
hayat_finans-9b3ac05674c6-p037,0,hayat_finans,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,cama tutarının %1’i tutarında nakit ödül kazanılır. Örneğin ⟪1.000 TL⟫ banka kartı harcamanızda 10 TL nakit ödül kazanırsınız.,,,
hayat_finans-9b3ac05674c6-p037,1,hayat_finans,ODUL_MIKTARI,10 TL,"{""deger"": 10.0, ""birim"": ""TRY""}",0.83,t ödül kazanılır. Örneğin 1.000 TL banka kartı harcamanızda ⟪10 TL⟫ nakit ödül kazanırsınız.,,,
hayat_finans-9b3ac05674c6-p038,0,hayat_finans,ODUL_MIKTARI,10 TL,"{""deger"": 10.0, ""birim"": ""TRY""}",0.83,İşlem başına kazanılabilecek maksimum nakit iade tutarı ⟪10 TL⟫’dir.,,,
hayat_finans-9b3ac05674c6-p039,0,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,Aylık maksimum 10 harcama işleminden maksiumum ⟪100 TL⟫ nakit ödül,,,
hayat_finans-9b3ac05674c6-p050,0,hayat_finans,ODUL_MIKTARI,20 TL,"{""deger"": 20.0, ""birim"": ""TRY""}",0.83,Ödül Başvuru başına ⟪20 TL⟫ nakit ödül verilir.,,,
hayat_finans-9b3ac05674c6-p053,0,hayat_finans,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,"⟪100 TL⟫ ’dir. Koşulların sağlanması halinde ödül, başvurudan",,,
hayat_finans-9b3ac05674c6-p065,0,hayat_finans,ODUL_MIKTARI,100 TL'ye varan,"{""deger"": 100.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,Hayat Finans'tan ilk kez otomatik ödenen faturada ⟪100 TL'ye varan⟫ ilk ödeme ödülü.,,,
hayat_finans-9b3ac05674c6-p068,0,hayat_finans,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,"İşlem tutarının %0,1'i kadar ödül. Ayda en fazla ⟪200 TL⟫.",,,
hayat_finans-cf63a4ace2aa-p002,0,hayat_finans,KAMPANYA_SURESI,07.06.2013,"{""tarih"": ""2013-06-07""}",0.82,Kira Sertifikası (Sukuk) Nedir? ⟪07.06.2013⟫ tarihli 28670 sayılı Resmi Gazete’de yayımlanan (III-61.1),,,
hayat_finans-cf63a4ace2aa-p016,0,hayat_finans,HARCAMA_ESIGI,5.000.000 TL,"{""deger"": 5000000.0, ""birim"": ""TRY""}",0.8,ılacak olan piyasada son 1 yıl içinde 3 aylık dönemde en az ⟪5.000.000 TL⟫ hacminde ve en az 10 adet işlem gerçekleştirilmiş olması.,,,
hayat_finans-249295a1fe00-p029,0,hayat_finans,KAMPANYA_SURESI,25.10.2024,"{""tarih"": ""2024-10-25""}",0.82,"TEFAS Uygulama Esasları değişiklikleri, Bankamız ⟪25.10.2024⟫ tarih ve 481 no.lu Yönetim Kurulu toplantısında onaylanmışt",,,
hayat_finans-249295a1fe00-p030,0,hayat_finans,KAMPANYA_SURESI,03.03.2025,"{""tarih"": ""2025-03-03""}",0.82,"Bahse konu değişiklikler, ⟪03.03.2025⟫ tarihinde uygulamaya alınacak olup, ileri valörlü fonlarda",,,
hayat_finans-249295a1fe00-p030,1,hayat_finans,HARCAMA_ESIGI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.8,"a alınacak olup, ileri valörlü fonlarda asgari işlem tutarı ⟪100 TL⟫ (Yüz Türk Lirası) olarak uygulanacaktır. Aynı tarih itibarı",,,
hayat_finans-249295a1fe00-p032,0,hayat_finans,HARCAMA_ESIGI,1 TL,"{""deger"": 1.0, ""birim"": ""TRY""}",0.8,"satım yaparken işlem yaptığınız yatırım fonu için alt limit ⟪1 TL⟫, 1 EUR ve 1 USD'dir.",,,
hayat_finans-798643f9b664-p020,0,hayat_finans,FINANSMAN_TUTARI,5.000 TL,"{""deger"": 5000.0, ""birim"": ""TRY""}",0.8,"ası çocuklarınız için Banka tarafından belirlenen üst limit ⟪5.000 TL⟫ olup, bu yaş grubu üzerinde 1.000.000 TL’dir.",,,
hayat_finans-798643f9b664-p020,1,hayat_finans,FINANSMAN_TUTARI,1.000.000 TL,"{""deger"": 1000000.0, ""birim"": ""TRY""}",0.8,"n belirlenen üst limit 5.000 TL olup, bu yaş grubu üzerinde ⟪1.000.000 TL⟫’dir.",,,
hayat_finans-50a235114726-p013,0,hayat_finans,ALISVERIS_PUANI,6.800 puan,"{""deger"": 6800.0, ""birim"": ""TRY""}",0.88,nin (Magnificent 7) sırtında yükseldi. Endeks 2.050 puandan ⟪6.800 puan⟫ seviyelerine tırmandı.,,,
hayat_finans-60759acc7a1f-p012,0,hayat_finans,FINANSMAN_TUTARI,2.500 TL'ye kadar,"{""deger"": 2500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"astercard Tüzel Kredi Kartı, Temassız Ödeme özelliği sunar. ⟪2.500 TL'ye kadar⟫ olan tüm ödemelerinizi, şifre kullanmadan Temassız Ödeme il",,,
hayat_finans-530a449684aa-p009,0,hayat_finans,FINANSMAN_TUTARI,2.500 TL'ye kadar,"{""deger"": 2500.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"nans TROY Tüzel Kredi Kartı, Temassız Ödeme özelliği sunar. ⟪2.500 TL'ye kadar⟫ olan tüm ödemelerinizi, şifre kullanmadan Temassız Ödeme il",,,
hayat_finans-306543d577f7-p006,0,hayat_finans,FINANSMAN_TUTARI,50.000 TL,"{""deger"": 50000.0, ""birim"": ""TRY""}",0.8,dir? Sahip olabileceğiniz maksimum kredi (finansman) limiti ⟪50.000 TL⟫’dir.,,,
hayat_finans-306543d577f7-p010,0,hayat_finans,HARCAMA_ESIGI,500 TL,"{""deger"": 500.0, ""birim"": ""TRY""}",0.8,Harcama yapabileceğiniz minimum tutar ⟪500 TL⟫’dir.,,,
hayat_finans-306543d577f7-p039,0,hayat_finans,FINANSMAN_TUTARI,20.000 TL’ye kadar,"{""deger"": 20000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Finansmanın maksimum vadesi 18 aydır. ⟪20.000 TL’ye kadar⟫ cep telefonu alımları 12, 20.000 TL üzeri cep telefonu alım",,,
hayat_finans-306543d577f7-p039,1,hayat_finans,FINANSMAN_TUTARI,20.000 TL,"{""deger"": 20000.0, ""birim"": ""TRY""}",0.8,"desi 18 aydır. 20.000 TL’ye kadar cep telefonu alımları 12, ⟪20.000 TL⟫ üzeri cep telefonu alımları 3, bilgisayar alımları 12, tabl",,,
hayat_finans-306543d577f7-p040,0,hayat_finans,FINANSMAN_TUTARI,125.000 TL’ye kadar,"{""deger"": 125000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.88,"Finansman tutarının ⟪125.000 TL’ye kadar⟫ olması durumunda en fazla 36 ay, 125.000- 250.000 TL arasın",,,
hayat_finans-306543d577f7-p040,1,hayat_finans,VADE_SURESI,36 ay,"{""deger"": 36, ""birim"": ""ay""}",0.85,"man tutarının 125.000 TL’ye kadar olması durumunda en fazla ⟪36 ay⟫, 125.000- 250.000 TL arasında en fazla 24 ay, 250.000 TL’de",,,
hayat_finans-306543d577f7-p040,2,hayat_finans,FINANSMAN_TUTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.8,"5.000 TL’ye kadar olması durumunda en fazla 36 ay, 125.000- ⟪250.000 TL⟫ arasında en fazla 24 ay, 250.000 TL’den fazla olması durumu",,,
hayat_finans-bba7225fe395-p004,0,hayat_finans,FINANSMAN_TUTARI,600.000TL,"{""deger"": 600000.0, ""birim"": ""TRY""}",0.8,Eğitim finansmanı üst limiti ⟪600.000TL⟫’dir.,,,
hayat_finans-edb7ee7a829e-p022,0,hayat_finans,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,Hayat Finans Banka Kartı ⟪ücretsiz⟫dir. Kartınızı yurt dışında katılım bankacılığı kurallarına,,,
hayat_finans-04eebfd5e8c7-p004,0,hayat_finans,KAR_PAYLASIM_ORANI,%80,"{""musteri"": 80.0, ""banka"": 20.0, ""birim"": ""yuzde""}",0.88,Altın Derecesi: ⟪%80⟫ kâr paylaşım oranı* Gümüş Derecesi:,,,
hayat_finans-04eebfd5e8c7-p005,0,hayat_finans,KAR_PAYLASIM_ORANI,%60,"{""musteri"": 60.0, ""banka"": 40.0, ""birim"": ""yuzde""}",0.88,⟪%60⟫ kâr paylaşım oranı* Bronz Derecesi: %40 kâr paylaşım oranı*,,,
hayat_finans-04eebfd5e8c7-p005,1,hayat_finans,KAR_PAYLASIM_ORANI,%40,"{""musteri"": 40.0, ""banka"": 60.0, ""birim"": ""yuzde""}",0.88,%60 kâr paylaşım oranı* Bronz Derecesi: ⟪%40⟫ kâr paylaşım oranı*,,,
hayat_finans-04eebfd5e8c7-p007,0,hayat_finans,KAMPANYA_SURESI,08.10.2026,"{""tarih"": ""2026-10-08""}",0.82,"*Fiyatlama kampanya bitiş tarihi ⟪08.10.2026⟫ olup, Hayat Finans kampanya süresi boyunca şartları değişti",,,
hayat_finans-04eebfd5e8c7-p010,0,hayat_finans,HARCAMA_ESIGI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.8,"✓ Minimum ⟪10.000 TL⟫ ile Hemen Başlayın Avantajlı Günlük Hesap,",,,
hayat_finans-04eebfd5e8c7-p011,0,hayat_finans,HARCAMA_ESIGI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.8,minimum ⟪10.000 TL⟫ ile açılabilir. Daha yüksek bakiyelerde kazancınız otomatik,,,
hayat_finans-04eebfd5e8c7-p020,0,hayat_finans,ODUL_MIKTARI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.83,"vade seçenekleri ile günlük getiri elde etme imkanı sağlar. ⟪10.000 TL⟫ gibi bir yatırımla, günlük kazancınızı artırabilir ve tasar",,,
hayat_finans-04eebfd5e8c7-p026,0,hayat_finans,KAR_PAYLASIM_ORANI,%80,"{""musteri"": 80.0, ""banka"": 20.0, ""birim"": ""yuzde""}",0.88,e konumlandırılır. Avantajlı Günlük Hesap’ta Altın derecesi ⟪%80⟫ kâr paylaşım oranından faydalanır. Kullanım sıklığı ve işle,,,
hayat_finans-04eebfd5e8c7-p029,0,hayat_finans,FINANSMAN_TUTARI,19.999 TL,"{""deger"": 19999.0, ""birim"": ""TRY""}",0.8,TL Cari Hesap+ Finansman 0-⟪19.999 TL⟫ 20.000-84.999 TL,,,
hayat_finans-04eebfd5e8c7-p029,1,hayat_finans,FINANSMAN_TUTARI,84.999 TL,"{""deger"": 84999.0, ""birim"": ""TRY""}",0.8,TL Cari Hesap+ Finansman 0-19.999 TL 20.000-⟪84.999 TL⟫,,,
hayat_finans-04eebfd5e8c7-p033,0,hayat_finans,HARCAMA_ESIGI,10.000 TL,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.8,"Minimum hesap açılış limiti ⟪10.000 TL⟫ olup, üst limit 1.000.000 TL’dir.",,,
hayat_finans-04eebfd5e8c7-p033,1,hayat_finans,FINANSMAN_TUTARI,1.000.000 TL,"{""deger"": 1000000.0, ""birim"": ""TRY""}",0.8,"Minimum hesap açılış limiti 10.000 TL olup, üst limit ⟪1.000.000 TL⟫’dir.",,,
hayat_finans-04eebfd5e8c7-p040,0,hayat_finans,HARCAMA_ESIGI,85.000 TL,"{""deger"": 85000.0, ""birim"": ""TRY""}",0.8,yatırım fonu veya finansman risk tutarınızın toplamı en az ⟪85.000 TL⟫ olmalıdır.,,,
hayat_finans-04eebfd5e8c7-p043,0,hayat_finans,HARCAMA_ESIGI,20.000 TL,"{""deger"": 20000.0, ""birim"": ""TRY""}",0.8,yatırım fonu veya finansman risk tutarınızın toplamı en az ⟪20.000 TL⟫ olmalıdır.,,,
