id,split,bank,title,url,old_is_campaign,is_campaign,old_product_type,suggested_product_type,final_product_type,status,confidence,reason
kuveyt_turk-1208d74801d9,train,Kuveyt Türk Katılım Bankası A.Ş.,"PLUS1000 Kodu ile Hesap Açın, Hemen Business Plus Kart’a Başvurun!",https://www.kuveytturk.com.tr/trendyol-kampanyalari/qr-kodu-taratin-hemen-business-plus-karta-basvurun,HAYIR,EVET,KART_URUNU,KART_KAMPANYASI,KART_KAMPANYASI,MANUAL,0.99,manual_semantic_resolution
kuveyt_turk-b5cb2ca0d03e,train,Kuveyt Türk Katılım Bankası A.Ş.,Kart Kampanyaları,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-97b3a1d90b70,train,Kuveyt Türk Katılım Bankası A.Ş.,Finansman Kampanyaları,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari,EVET,EVET,DIGER_FINANSMAN,DIGER_KAMPANYA,DIGER_KAMPANYA,CORRECT,0.94,non_card_campaign
kuveyt_turk-6b1430f84ae7,train,Kuveyt Türk Katılım Bankası A.Ş.,Barçın Spor’da 4 Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/barcin-sporda-4-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-2f4f3a7d6264,train,Kuveyt Türk Katılım Bankası A.Ş.,Bella Maison'da %25 İndirim Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/bella-maisonda-25-indirim-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-0e48e4cd0d6f,train,Kuveyt Türk Katılım Bankası A.Ş.,Weltew’de 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/weltewde-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-f4b084930093,train,Kuveyt Türk Katılım Bankası A.Ş.,Lazzoni’de 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/lazzonide-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-d3eb0a671024,train,Kuveyt Türk Katılım Bankası A.Ş.,Gürgençler'de 9 Aya Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/gurgenclerde-9-aya-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-0751c2d90a2b,train,Kuveyt Türk Katılım Bankası A.Ş.,Sağlık Harcamalarınıza 5 Taksit İmkanı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/saglik-harcamalariniza-5-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-b6f9f5e72db2,train,Kuveyt Türk Katılım Bankası A.Ş.,Eğitim Harcamalarınıza 5 Taksit İmkanı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/egitim-harcamalariniza-5-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-31e028f7f3ff,train,Kuveyt Türk Katılım Bankası A.Ş.,İşbir Yatak ile 6’ya Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/isbir-yatak-ile-6ya-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-bcd8184de720,train,Kuveyt Türk Katılım Bankası A.Ş.,İdefix'te 3.000 TL'ye Varan İndirim Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/idefixte-3000-tlye-varan-indirim-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-05738afe6e71,train,Kuveyt Türk Katılım Bankası A.Ş.,Kuba Motor’da 12 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuba-motorda-12-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-23402864e008,train,Kuveyt Türk Katılım Bankası A.Ş.,Konyalı Saat ile 7 Aya Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/konyali-saat-ile-7-aya-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-6fe1cfa7ed17,train,Kuveyt Türk Katılım Bankası A.Ş.,Yolcu360'ta Araç Kiralamada İndirim Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/yolcu360ta-arac-kiralamada-indirim-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-f7ad3ea3b31a,train,Kuveyt Türk Katılım Bankası A.Ş.,Hisse Senedi İşlemleriniz Mil'lere Dönüşsün,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/hisse-senedi-islemleriniz-millere-donussun,EVET,EVET,YATIRIM_URUNU,DIGER_KAMPANYA,DIGER_KAMPANYA,CORRECT,0.94,non_card_campaign
kuveyt_turk-3c2f1e72c1b4,train,Kuveyt Türk Katılım Bankası A.Ş.,Tarımda Kuveyt Türk ile Büyüme Zamanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari/tarimda-kuveyt-turk-ile-buyume-zamani,EVET,EVET,DIGER_FINANSMAN,DIGER_KAMPANYA,DIGER_KAMPANYA,CORRECT,0.94,non_card_campaign
kuveyt_turk-27880adb2b37,train,Kuveyt Türk Katılım Bankası A.Ş.,Almila Mobilya’da 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/almila-mobilyada-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-ba69b8aeda7e,train,Kuveyt Türk Katılım Bankası A.Ş.,Kuveyt Türk’ten KFK Destekli Yatırım Finansmanı!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kobi-kampanyalari/kuveyt-turkten-kfk-destekli-yatirim-finansmani,EVET,EVET,DIGER_FINANSMAN,DIGER_KAMPANYA,DIGER_KAMPANYA,CORRECT,0.94,non_card_campaign
kuveyt_turk-d8b8cb4d77c6,train,Kuveyt Türk Katılım Bankası A.Ş.,Wome Deluxe Hotel’de 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/wome-deluxe-hotelde-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-4ed573441e66,train,Kuveyt Türk Katılım Bankası A.Ş.,Monster Notebook'ta 12 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/monster-notebookta-12-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-72c59f2d3d50,train,Kuveyt Türk Katılım Bankası A.Ş.,Fakir’de Vade Farksız 3 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/fakirde-vade-farksiz-3-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-ce7b1a8a6656,train,Kuveyt Türk Katılım Bankası A.Ş.,Ramsey’de Vade Farksız 4 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/ramseyde-vade-farksiz-4-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-b561276adeda,train,Kuveyt Türk Katılım Bankası A.Ş.,Kiğılı’da Vade Farksız 4 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kigilida-vade-farksiz-4-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-61640905355d,train,Kuveyt Türk Katılım Bankası A.Ş.,Koçtaş’ta Vade Farksız 6 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/koctasta-vade-farksiz-6-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-1be048d318e7,train,Kuveyt Türk Katılım Bankası A.Ş.,Beymen’de Vade Farksız 4 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/beymende-vade-farksiz-4-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-2dddae7c13e1,train,Kuveyt Türk Katılım Bankası A.Ş.,Aradığınız sayfaya ulaşılamıyor,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/konforda-vade-farksiz-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-d656cc7017c2,train,Kuveyt Türk Katılım Bankası A.Ş.,Kuveyt Türk'lülere Windy Car'da %30 İndirim Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turklulere-windy-carda-30-indirim-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-f41808b16dd9,train,Kuveyt Türk Katılım Bankası A.Ş.,Colin’s’de Vade Farksız 4 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/colinsde-vade-farksiz-4-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-98b771153f24,train,Kuveyt Türk Katılım Bankası A.Ş.,Korayspor ile Vade Farksız 4'e Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/korayspor-ile-vade-farksiz-4e-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-24f507c051df,train,Kuveyt Türk Katılım Bankası A.Ş.,Sağlam Kart Sahipleri Halalbooking'de de Avantajlı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/saglam-kart-sahipleri-halalbookingde-de-avantajli,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-7c9bea9e8dca,train,Kuveyt Türk Katılım Bankası A.Ş.,Hantech’de Vade Farksız 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/hantechde-vade-farksiz-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-5acf732b1452,train,Kuveyt Türk Katılım Bankası A.Ş.,EasyCep‘te Vade Farksız 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/easycepte-vade-farksiz-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-7cfc37bd97f6,train,Kuveyt Türk Katılım Bankası A.Ş.,Columbia’da Vade Farksız 6 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/columbiada-vade-farksiz-6-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-4025ce91f517,train,Kuveyt Türk Katılım Bankası A.Ş.,Divarese’de Vade Farksız 4 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/divaresede-vade-farksiz-4-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-fb41ef94c583,train,Kuveyt Türk Katılım Bankası A.Ş.,Eğitim ve Sağlık Harcamalarınızda 5 Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/egitim-ve-saglik-harcamalarinizda-5-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-674da0b75ca1,train,Kuveyt Türk Katılım Bankası A.Ş.,Kuveyt Türk ile E-İhracat Gönderilerinizde Mil Kazanın!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/kuveyt-turk-ile-e-ihracat-gonderilerinizde-mil-kazanin,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-177aa5f28162,train,Kuveyt Türk Katılım Bankası A.Ş.,Yenilio'ya Özel Vade Farksız 12'ye Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/yenilioya-ozel-vade-farksiz-12ye-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-1a902b318ace,train,Kuveyt Türk Katılım Bankası A.Ş.,Saat&Saat Alışverişlerinizde 5'e Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/saatandsaat-alisverislerinizde-5e-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-a1936b77f5a3,train,Kuveyt Türk Katılım Bankası A.Ş.,"Proemtia Sağlam Bayi Kart: Tedarikte Güç, Ödemede Esneklik!",https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/proemtia-saglam-bayi-kart-tedarikte-guc-odemede-esneklik,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-4a6baee64eb0,train,Kuveyt Türk Katılım Bankası A.Ş.,Lastikcim.com'da Vade Farksız 6 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/lastikcimcomda-vade-farksiz-6-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-e84abb83f41a,train,Kuveyt Türk Katılım Bankası A.Ş.,Miles&Smiles Business Kart QR Ödeme ile Ekstra 4.000 Mil!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/milesandsmiles-business-kart-qr-odeme-ile-ekstra-4000-mil,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-43cf1d1f0926,train,Kuveyt Türk Katılım Bankası A.Ş.,Kuveyt Türk Mobil'den Pratik BES planınıza 2000 TL Hediye!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turk-mobilden-pratik-bes-planiniza-2000-tl-hediye,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-d9064acda8bd,train,Kuveyt Türk Katılım Bankası A.Ş.,E-Ticaret Pazaryeri Satıcılarına Özel Vade Farksız 3 Taksit!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/e-ticaret-pazaryeri-saticilarina-ozel-vade-farksiz-3-taksit,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-50b4567cf65c,train,Kuveyt Türk Katılım Bankası A.Ş.,Gündoğdu Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/gundogdu-mobilyada-vade-farksiz-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-99574cafd3bc,train,Kuveyt Türk Katılım Bankası A.Ş.,Toptancı Harcamalarınıza Her Ay Ekstra 5.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/toptanci-harcamalariniza-her-ay-ekstra-5000-mile-varan-firsat,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-d0be9d27b81e,train,Kuveyt Türk Katılım Bankası A.Ş.,Akaryakıt Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/akaryakit-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-2edf97841165,train,Kuveyt Türk Katılım Bankası A.Ş.,E-Ticaret Harcamalarınıza Her Ay Ekstra 2.000 Mil'e Varan Fırsat!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/e-ticaret-harcamalariniza-her-ay-ekstra-2000-mile-varan-firsat,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-27d40e2e0e9e,train,Kuveyt Türk Katılım Bankası A.Ş.,Sağlam Tohum Kart QR Ödeme ile 2.000 TL' ye Varan İndirim Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-tohum-kart-qr-odeme-ile-2000-tl-ye-varan-indirim-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-f78aa110d22d,train,Kuveyt Türk Katılım Bankası A.Ş.,Brandy’s Mağazalarında Vade Farksız 3 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/brandys-magazalarinda-vade-farksiz-3-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-7ce93dd3efdf,train,Kuveyt Türk Katılım Bankası A.Ş.,Diyanet Umre Finansmanı ile Vade Farksız 3 Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari/diyanet-umre-finansmani-ile-vade-farksiz-3-taksit-imkani,EVET,EVET,DIGER_FINANSMAN,DIGER_KAMPANYA,DIGER_KAMPANYA,CORRECT,0.94,non_card_campaign
kuveyt_turk-424da5c1056a,train,Kuveyt Türk Katılım Bankası A.Ş.,Starwood Yapı Market’te Vade Farksız 3 Aya Varan Taksit Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/starwood-yapi-markette-vade-farksiz-3-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-e29499462e0c,train,Kuveyt Türk Katılım Bankası A.Ş.,Sağlam Business Kart QR Ödeme ile 4.000 TL' ye Varan Altın Puan Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-business-kart-qr-odeme-ile-4000-tl-ye-varan-altin-puan-firsati,EVET,EVET,YATIRIM_URUNU,KART_KAMPANYASI,KART_KAMPANYASI,CORRECT,0.98,explicit_card_campaign
kuveyt_turk-d8a96d1a1c49,train,Kuveyt Türk Katılım Bankası A.Ş.,Lajivert ve Ritmik Mobilya’da Vade Farksız 9 Aya Varan Taksit Fırsatı,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/lajivert-ve-ritmik-mobilyada-vade-farksiz-9-aya-varan-taksit-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-12f827344e00,train,Kuveyt Türk Katılım Bankası A.Ş.,Yeni Sağlam Kart Troy'lulara Özel Vade Farksız 5 Aya Varan Taksit İmkanı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/yeni-saglam-kart-troylulara-ozel-vade-farksiz-5-aya-varan-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-da7bb2ed4501,train,Kuveyt Türk Katılım Bankası A.Ş.,"Kuveyt Türk Müşterilerine Özel %2,99 Oranlı Kar Paylı Taksitlendirme Fırsatı!",https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turk-musterilerine-ozel-299-oranli-kar-payli-taksitlendirme-firsati,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-8047dc8c0755,train,Kuveyt Türk Katılım Bankası A.Ş.,"Sağlam Business Kart’tan Dev Kampanya 3 Ay Erteleme ve %3,49 Oranla 9 Taksit İmkanı!",https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-business-karttan-dev-kampanya-3-ay-erteleme-ve-349-oranla-9-taksit-imkani,EVET,EVET,KART_KAMPANYASI,KART_KAMPANYASI,KART_KAMPANYASI,ACCEPT,0.96,confirmed_existing_card_campaign
kuveyt_turk-9c48e3294832,train,Kuveyt Türk Katılım Bankası A.Ş.,Sağlam Business Kart Akaryakıt Harcamalarınıza 600 TL’ye Varan Altın Puan Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/isim-icin/kart-kampanyalari/saglam-business-kart-akaryakit-harcamalariniza-600-tlye-varan-altin-puan-firsati,EVET,EVET,YATIRIM_URUNU,KART_KAMPANYASI,KART_KAMPANYASI,CORRECT,0.98,explicit_card_campaign
kuveyt_turk-9706c8215fe2,train,Kuveyt Türk Katılım Bankası A.Ş.,Taksitlio’da Yeni Müşterilere Özel Kuveyt Türk Alışveriş Finansmanı Fırsatı!,https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/finansman-kampanyalari/taksitlioda-yeni-musterilere-ozel-kuveyt-turk-alisveris-finansmani-firsati,EVET,EVET,IHTIYAC_FINANSMANI,DIGER_KAMPANYA,DIGER_KAMPANYA,CORRECT,0.94,non_card_campaign
kuveyt_turk-afb88a88fac7,train,Kuveyt Türk Katılım Bankası A.Ş.,"Kuveyt Türk Kredi Kartlarına Toprak Turizm Yurt Dışı Turlarında %10, Umre Turlarında %7 İndirim",https://www.kuveytturk.com.tr/kampanyalar/kendim-icin/kart-kampanyalari/kuveyt-turk-kredi-kartlarina-toprak-turizm-yurt-disi-turlarinda-10-umre-turlarinda-7-indirim,EVET,EVET,DIGER_FINANSMAN,KART_KAMPANYASI,KART_KAMPANYASI,CORRECT,0.98,explicit_card_campaign
kuveyt_turk-1c8ae40f9593,train,Kuveyt Türk Katılım Bankası A.Ş.,İşim İçin | Kuveyt Türk Katılım Bankası,https://www.kuveytturk.com.tr/kampanyalar/isim-icin,EVET,EVET,DIGER_KAMPANYA,DIGER_KAMPANYA,DIGER_KAMPANYA,ACCEPT,0.94,non_card_campaign
kuveyt_turk-4b35dbf35ad5,train,Kuveyt Türk Katılım Bankası A.Ş.,Finansman Ürünleri,https://www.kuveytturk.com.tr/isim-icin/finansman-urunleri,HAYIR,HAYIR,DIGER_FINANSMAN,TICARI_FINANSMAN,TICARI_FINANSMAN,CORRECT,0.95,commercial_finance
kuveyt_turk-0be11061df37,train,Kuveyt Türk Katılım Bankası A.Ş.,Hazine Ürünleri,https://www.kuveytturk.com.tr/isim-icin/yatirim/hazine-urunleri,HAYIR,HAYIR,YATIRIM_URUNU,YATIRIM_URUNU,YATIRIM_URUNU,ACCEPT,0.96,investment_product
kuveyt_turk-b721cc8764c7,train,Kuveyt Türk Katılım Bankası A.Ş.,Yatırım Hesabı,https://www.kuveytturk.com.tr/kendim-icin/hesaplar/yatirim-hesabi,HAYIR,HAYIR,YATIRIM_URUNU,YATIRIM_URUNU,YATIRIM_URUNU,ACCEPT,0.96,investment_product
kuveyt_turk-3f5876b2d9b0,train,Kuveyt Türk Katılım Bankası A.Ş.,Leasing | Kuveyt Türk Katılım Bankası,https://www.kuveytturk.com.tr/isim-icin/leasing,HAYIR,HAYIR,TICARI_FINANSMAN,TICARI_FINANSMAN,TICARI_FINANSMAN,ACCEPT,0.95,commercial_finance
